case_id,variant_type,axis,level,phrasing_id,mahalanobis_score
00000023_002,demographic,age_band,middle_aged,2,9.885411178431898
00000023_002,demographic,age_band,elderly,0,2.499999999999999
00000023_002,demographic,age_band,elderly,1,2.499999999999999
00000023_002,demographic,age_band,elderly,2,0.6249999999999998
00000023_002,intersectional,race_x_sex,Black_male,0,2.499999999999999
00000023_002,intersectional,race_x_sex,Black_female,0,0.6249999999999998
00000023_002,intersectional,race_x_sex,White_male,0,0.6249999999999998
00000023_002,intersectional,race_x_sex,White_female,0,0.6249999999999998
00000023_002,intersectional,race_x_sex,Asian_male,0,0.6249999999999998
00000023_002,intersectional,race_x_sex,Asian_female,0,0.6249999999999998
00000023_002,intersectional,race_x_sex,Hispanic_male,0,2.499999999999999
00000023_002,intersectional,race_x_sex,Hispanic_female,0,2.499999999999999
00000032_004,control,referral_source,outpatient,0,0.5357142857142857
00000032_004,control,referral_source,outpatient,1,0.5357142857142857
00000032_004,control,referral_source,outpatient,2,0.5357142857142857
00000032_004,control,referral_source,checkup,0,0.5357142857142857
00000032_004,control,referral_source,checkup,1,0.5357142857142857
00000032_004,control,referral_source,checkup,2,0.5357142857142857
00000032_004,control,referral_source,screening,0,0.5357142857142857
00000032_004,control,referral_source,screening,1,7.5
00000032_004,control,referral_source,screening,2,0.5357142857142857
00000032_004,control,weekday,monday,0,0.5357142857142857
00000032_004,control,weekday,monday,1,0.5357142857142857
00000032_004,control,weekday,monday,2,0.5357142857142857
00000032_004,control,weekday,friday,0,0.5357142857142857
00000032_004,control,weekday,friday,1,0.5357142857142857
00000032_004,control,weekday,friday,2,0.5357142857142857
00000032_004,demographic,sex,male,0,0.5357142857142857
00000032_004,demographic,sex,male,1,20.950486226895567
00000032_004,demographic,sex,male,2,0.5357142857142857
00000032_004,demographic,sex,female,0,0.5357142857142857
00000032_004,demographic,sex,female,1,20.950486226895567
00000032_004,demographic,sex,female,2,12.880565625656958
00000032_004,demographic,race,Black,0,0.5357142857142857
00000032_004,demographic,race,Black,1,7.5
00000032_004,demographic,race,Black,2,20.950486226895567
00000032_004,demographic,race,White,0,0.5357142857142857
00000032_004,demographic,race,White,1,0.5357142857142857
00000032_004,demographic,race,White,2,20.950486226895567
00000032_004,demographic,race,Asian,0,0.5357142857142857
00000032_004,demographic,race,Asian,1,12.880565625656958
00000032_004,demographic,race,Asian,2,20.950486226895567
00000032_004,demographic,race,Hispanic,0,0.5357142857142857
00000032_004,demographic,race,Hispanic,1,0.5357142857142857
00000032_004,demographic,race,Hispanic,2,20.950486226895567
00000032_004,demographic,age_band,young_adult,0,0.5357142857142857
00000032_004,demographic,age_band,young_adult,1,10.485511939470289
00000032_004,demographic,age_band,young_adult,2,7.5
00000032_004,demographic,age_band,middle_aged,0,0.5357142857142857
00000032_004,demographic,age_band,middle_aged,1,0.5357142857142857
00000032_004,demographic,age_band,middle_aged,2,0.5357142857142857
00000032_004,demographic,age_band,elderly,0,0.5357142857142857
00000032_004,demographic,age_band,elderly,1,16.600239205316026
00000032_004,demographic,age_band,elderly,2,12.880565625656958
00000032_004,intersectional,race_x_sex,Black_male,0,0.5357142857142857
00000032_004,intersectional,race_x_sex,Black_female,0,7.5
00000032_004,intersectional,race_x_sex,White_male,0,0.5357142857142857
00000032_004,intersectional,race_x_sex,White_female,0,0.5357142857142857
00000032_004,intersectional,race_x_sex,Asian_male,0,7.5
00000032_004,intersectional,race_x_sex,Asian_female,0,7.5
00000032_004,intersectional,race_x_sex,Hispanic_male,0,0.5357142857142857
00000032_004,intersectional,race_x_sex,Hispanic_female,0,0.5357142857142857
00000072_000,control,referral_source,outpatient,0,0.681818181818182
00000072_000,control,referral_source,outpatient,1,0.681818181818182
00000072_000,control,referral_source,outpatient,2,1.875
00000072_000,control,referral_source,checkup,0,0.681818181818182
00000072_000,control,referral_source,checkup,1,0.681818181818182
00000072_000,control,referral_source,checkup,2,0.681818181818182
00000072_000,control,referral_source,screening,0,1.875
00000072_000,control,referral_source,screening,1,0.681818181818182
00000072_000,control,referral_source,screening,2,0.681818181818182
00000072_000,control,weekday,monday,0,0.681818181818182
00000072_000,control,weekday,monday,1,1.875
00000072_000,control,weekday,monday,2,0.681818181818182
00000072_000,control,weekday,friday,0,0.681818181818182
00000072_000,control,weekday,friday,1,1.875
00000072_000,control,weekday,friday,2,0.681818181818182
00000072_000,demographic,sex,male,0,1.875
00000072_000,demographic,sex,male,1,23.897268739695697
00000072_000,demographic,sex,male,2,0.681818181818182
00000072_000,demographic,sex,female,0,1.875
00000072_000,demographic,sex,female,1,23.897268739695697
00000072_000,demographic,sex,female,2,0.681818181818182
00000072_000,demographic,race,Black,0,1.875
00000072_000,demographic,race,Black,1,0.681818181818182
00000072_000,demographic,race,Black,2,0.681818181818182
00000072_000,demographic,race,White,0,1.875
00000072_000,demographic,race,White,1,1.875
00000072_000,demographic,race,White,2,0.681818181818182
00000072_000,demographic,race,Asian,0,11.958660669525443
00000072_000,demographic,race,Asian,1,0.681818181818182
00000072_000,demographic,race,Asian,2,0.681818181818182
00000072_000,demographic,race,Hispanic,0,1.875
00000072_000,demographic,race,Hispanic,1,1.875
00000072_000,demographic,race,Hispanic,2,0.681818181818182
00000072_000,demographic,age_band,young_adult,0,0.681818181818182
00000072_000,demographic,age_band,young_adult,1,0.681818181818182
00000072_000,demographic,age_band,young_adult,2,0.681818181818182
00000072_000,demographic,age_band,middle_aged,0,0.681818181818182
00000072_000,demographic,age_band,middle_aged,1,0.681818181818182
00000072_000,demographic,age_band,middle_aged,2,0.681818181818182
00000072_000,demographic,age_band,elderly,0,1.875
00000072_000,demographic,age_band,elderly,1,0.681818181818182
00000072_000,demographic,age_band,elderly,2,0.681818181818182
00000072_000,intersectional,race_x_sex,Black_male,0,0.681818181818182
00000072_000,intersectional,race_x_sex,Black_female,0,0.681818181818182
00000072_000,intersectional,race_x_sex,White_male,0,0.681818181818182
00000072_000,intersectional,race_x_sex,White_female,0,0.681818181818182
00000072_000,intersectional,race_x_sex,Asian_male,0,0.681818181818182
00000072_000,intersectional,race_x_sex,Asian_female,0,0.681818181818182
00000072_000,intersectional,race_x_sex,Hispanic_male,0,0.681818181818182
00000072_000,intersectional,race_x_sex,Hispanic_female,0,0.681818181818182
00000103_005,control,referral_source,outpatient,0,0.7434495105240025
00000103_005,control,referral_source,outpatient,1,0.7434495105240025
00000103_005,control,referral_source,outpatient,2,1.8002877292675878
00000103_005,control,referral_source,checkup,0,0.9667893198465749
00000103_005,control,referral_source,checkup,1,0.7434495105240025
00000103_005,control,referral_source,checkup,2,0.9667893198465749
00000103_005,control,referral_source,screening,0,0.9667893198465749
00000103_005,control,referral_source,screening,1,0.7434495105240025
00000103_005,control,referral_source,screening,2,0.7434495105240025
00000103_005,control,weekday,monday,0,0.7434495105240025
00000103_005,control,weekday,monday,1,1.580809548915761
00000103_005,control,weekday,monday,2,0.9667893198465749
00000103_005,control,weekday,friday,0,0.7434495105240025
00000103_005,control,weekday,friday,1,1.580809548915761
00000103_005,control,weekday,friday,2,0.9667893198465749
00000103_005,demographic,sex,male,0,0.9667893198465749
00000103_005,demographic,sex,male,1,1.8002877292675878
00000103_005,demographic,sex,male,2,0.7434495105240025
00000103_005,demographic,sex,female,0,0.9667893198465749
00000103_005,demographic,sex,female,1,1.580809548915761
00000103_005,demographic,sex,female,2,0.9667893198465749
00000103_005,demographic,race,Black,0,0.9667893198465749
00000103_005,demographic,race,Black,1,0.9667893198465749
00000103_005,demographic,race,Black,2,0.9667893198465749
00000103_005,demographic,race,White,0,0.9667893198465749
00000103_005,demographic,race,White,1,0.9667893198465749
00000103_005,demographic,race,White,2,0.9667893198465749
00000103_005,demographic,race,Asian,0,0.9667893198465749
00000103_005,demographic,race,Asian,1,0.7434495105240025
00000103_005,demographic,race,Asian,2,0.9667893198465749
00000103_005,demographic,race,Hispanic,0,0.9667893198465749
00000103_005,demographic,race,Hispanic,1,0.9667893198465749
00000103_005,demographic,race,Hispanic,2,0.9667893198465749
00000103_005,demographic,age_band,young_adult,0,0.7434495105240025
00000103_005,demographic,age_band,young_adult,1,0.9667893198465749
00000103_005,demographic,age_band,young_adult,2,2.21030229463817
00000103_005,demographic,age_band,middle_aged,0,0.7434495105240025
00000103_005,demographic,age_band,middle_aged,1,0.7434495105240025
00000103_005,demographic,age_band,middle_aged,2,0.7434495105240025
00000103_005,demographic,age_band,elderly,0,0.7434495105240025
00000103_005,demographic,age_band,elderly,1,0.9667893198465749
00000103_005,demographic,age_band,elderly,2,0.7434495105240025
00000103_005,intersectional,race_x_sex,Black_male,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,Black_female,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,White_male,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,White_female,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,Asian_male,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,Asian_female,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,Hispanic_male,0,0.9667893198465749
00000103_005,intersectional,race_x_sex,Hispanic_female,0,0.9667893198465749
00000179_005,control,referral_source,outpatient,0,0.5270680107335128
00000179_005,control,referral_source,outpatient,1,0.5270680107335128
00000179_005,control,referral_source,outpatient,2,0.5270680107335128
00000179_005,control,referral_source,checkup,0,2.4922239635991033
00000179_005,control,referral_source,checkup,1,0.5270680107335128
00000179_005,control,referral_source,checkup,2,0.5270680107335128
00000179_005,control,referral_source,screening,0,2.4922239635991033
00000179_005,control,referral_source,screening,1,0.5270680107335128
00000179_005,control,referral_source,screening,2,0.5270680107335128
00000179_005,control,weekday,monday,0,0.5270680107335128
00000179_005,control,weekday,monday,1,0.5270680107335128
00000179_005,control,weekday,monday,2,0.5270680107335128
00000179_005,control,weekday,friday,0,3.690735943999642
00000179_005,control,weekday,friday,1,0.5270680107335128
00000179_005,control,weekday,friday,2,0.5270680107335128
00000179_005,demographic,sex,male,0,0.5270680107335128
00000179_005,demographic,sex,male,1,0.5270680107335128
00000179_005,demographic,sex,male,2,2.4922239635991033
00000179_005,demographic,sex,female,0,0.5270680107335128
00000179_005,demographic,sex,female,1,0.5270680107335128
00000179_005,demographic,sex,female,2,2.4922239635991033
00000179_005,demographic,race,Black,0,0.5270680107335128
00000179_005,demographic,race,Black,1,0.5270680107335128
00000179_005,demographic,race,Black,2,0.5270680107335128
00000179_005,demographic,race,White,0,0.5270680107335128
00000179_005,demographic,race,White,1,0.5270680107335128
00000179_005,demographic,race,White,2,5.79779645992692
00000179_005,demographic,race,Asian,0,0.5270680107335128
00000179_005,demographic,race,Asian,1,0.5270680107335128
00000179_005,demographic,race,Asian,2,5.79779645992692
00000179_005,demographic,race,Hispanic,0,0.5270680107335128
00000179_005,demographic,race,Hispanic,1,0.5270680107335128
00000179_005,demographic,race,Hispanic,2,5.79779645992692
00000179_005,demographic,age_band,young_adult,0,6.852603513346842
00000179_005,demographic,age_band,young_adult,1,5.79779645992692
00000179_005,demographic,age_band,young_adult,2,5.79779645992692
00000179_005,demographic,age_band,middle_aged,0,5.79779645992692
00000179_005,demographic,age_band,middle_aged,1,5.79779645992692
00000179_005,demographic,age_band,middle_aged,2,0.5270680107335128
00000179_005,demographic,age_band,elderly,0,5.79779645992692
00000179_005,demographic,age_band,elderly,1,5.79779645992692
00000179_005,demographic,age_band,elderly,2,5.79779645992692
00000179_005,intersectional,race_x_sex,Black_male,0,0.5270680107335128
00000179_005,intersectional,race_x_sex,Black_female,0,0.5270680107335128
00000179_005,intersectional,race_x_sex,White_male,0,2.4922239635991033
00000179_005,intersectional,race_x_sex,White_female,0,2.4922239635991033
00000179_005,intersectional,race_x_sex,Asian_male,0,0.5270680107335128
00000179_005,intersectional,race_x_sex,Asian_female,0,0.5270680107335128
00000179_005,intersectional,race_x_sex,Hispanic_male,0,0.5270680107335128
00000179_005,intersectional,race_x_sex,Hispanic_female,0,0.5270680107335128
00000211_001,control,referral_source,outpatient,0,0.9474739535172306
00000211_001,control,referral_source,outpatient,1,0.8881101208880775
00000211_001,control,referral_source,outpatient,2,0.8002303920311943
00000211_001,control,referral_source,checkup,0,1.043271194701484
00000211_001,control,referral_source,checkup,1,1.2511961560050548
00000211_001,control,referral_source,checkup,2,0.9474739535172306
00000211_001,control,referral_source,screening,0,0.8002303920311943
00000211_001,control,referral_source,screening,1,0.9474739535172306
00000211_001,control,referral_source,screening,2,1.043271194701484
00000211_001,control,weekday,monday,0,0.8881101208880775
00000211_001,control,weekday,monday,1,1.6916584582958154
00000211_001,control,weekday,monday,2,0.8002303920311943
00000211_001,control,weekday,friday,0,0.8881101208880775
00000211_001,control,weekday,friday,1,1.26292920495546
00000211_001,control,weekday,friday,2,0.8002303920311943
00000211_001,demographic,sex,male,0,1.043271194701484
00000211_001,demographic,sex,male,1,0.8002303920311943
00000211_001,demographic,sex,male,2,1.2511961560050548
00000211_001,demographic,sex,female,0,1.2511961560050548
00000211_001,demographic,sex,female,1,0.8002303920311943
00000211_001,demographic,sex,female,2,0.9474739535172306
00000211_001,demographic,race,Black,0,1.2511961560050548
00000211_001,demographic,race,Black,1,1.043271194701484
00000211_001,demographic,race,Black,2,1.2511961560050548
00000211_001,demographic,race,White,0,4.512621400485169
00000211_001,demographic,race,White,1,1.6916584582958154
00000211_001,demographic,race,White,2,0.8881101208880775
00000211_001,demographic,race,Asian,0,0.8002303920311943
00000211_001,demographic,race,Asian,1,0.8002303920311943
00000211_001,demographic,race,Asian,2,1.6629338648582617
00000211_001,demographic,race,Hispanic,0,2.0199074516073328
00000211_001,demographic,race,Hispanic,1,0.8002303920311943
00000211_001,demographic,race,Hispanic,2,1.2511961560050548
00000211_001,demographic,age_band,young_adult,0,4.459447821088253
00000211_001,demographic,age_band,young_adult,1,2.0199074516073328
00000211_001,demographic,age_band,young_adult,2,0.9474739535172306
00000211_001,demographic,age_band,middle_aged,0,0.9474739535172306
00000211_001,demographic,age_band,middle_aged,1,0.9474739535172306
00000211_001,demographic,age_band,middle_aged,2,0.8881101208880775
00000211_001,demographic,age_band,elderly,0,0.8881101208880775
00000211_001,demographic,age_band,elderly,1,1.6916584582958154
00000211_001,demographic,age_band,elderly,2,0.8002303920311943
00000211_001,intersectional,race_x_sex,Black_male,0,0.8002303920311943
00000211_001,intersectional,race_x_sex,Black_female,0,0.8881101208880775
00000211_001,intersectional,race_x_sex,White_male,0,0.8002303920311943
00000211_001,intersectional,race_x_sex,White_female,0,0.8002303920311943
00000211_001,intersectional,race_x_sex,Asian_male,0,0.8881101208880775
00000211_001,intersectional,race_x_sex,Asian_female,0,0.8881101208880775
00000211_001,intersectional,race_x_sex,Hispanic_male,0,0.8002303920311943
00000211_001,intersectional,race_x_sex,Hispanic_female,0,0.8881101208880775
00000211_005,control,referral_source,outpatient,0,0.9990334926611465
00000211_005,control,referral_source,outpatient,1,0.9990334926611465
00000211_005,control,referral_source,outpatient,2,1.3094336452468767
00000211_005,control,referral_source,checkup,0,0.6549544456212915
00000211_005,control,referral_source,checkup,1,1.2028208146607493
00000211_005,control,referral_source,checkup,2,0.6549544456212915
00000211_005,control,referral_source,screening,0,1.5014183272310357
00000211_005,control,referral_source,screening,1,1.2028208146607493
00000211_005,control,referral_source,screening,2,0.6549544456212915
00000211_005,control,weekday,monday,0,0.9990334926611465
00000211_005,control,weekday,monday,1,0.6549544456212915
00000211_005,control,weekday,monday,2,1.0558515483569473
00000211_005,control,weekday,friday,0,0.9990334926611465
00000211_005,control,weekday,friday,1,1.0558515483569473
00000211_005,control,weekday,friday,2,1.0558515483569473
00000211_005,demographic,sex,male,0,1.2028208146607493
00000211_005,demographic,sex,male,1,0.6549544456212915
00000211_005,demographic,sex,male,2,5.6519548434927085
00000211_005,demographic,sex,female,0,0.6549544456212915
00000211_005,demographic,sex,female,1,1.5208122269041005
00000211_005,demographic,sex,female,2,5.816227132475365
00000211_005,demographic,race,Black,0,5.6519548434927085
00000211_005,demographic,race,Black,1,0.6549544456212915
00000211_005,demographic,race,Black,2,5.764568040915652
00000211_005,demographic,race,White,0,1.2028208146607493
00000211_005,demographic,race,White,1,1.2028208146607493
00000211_005,demographic,race,White,2,1.2028208146607493
00000211_005,demographic,race,Asian,0,5.6519548434927085
00000211_005,demographic,race,Asian,1,1.2028208146607493
00000211_005,demographic,race,Asian,2,1.2028208146607493
00000211_005,demographic,race,Hispanic,0,5.6519548434927085
00000211_005,demographic,race,Hispanic,1,1.2028208146607493
00000211_005,demographic,race,Hispanic,2,1.2028208146607493
00000211_005,demographic,age_band,young_adult,0,0.6549544456212915
00000211_005,demographic,age_band,young_adult,1,1.2028208146607493
00000211_005,demographic,age_band,young_adult,2,1.2028208146607493
00000211_005,demographic,age_band,middle_aged,0,0.6549544456212915
00000211_005,demographic,age_band,middle_aged,1,1.3094336452468767
00000211_005,demographic,age_band,middle_aged,2,5.6519548434927085
00000211_005,demographic,age_band,elderly,0,1.5014183272310357
00000211_005,demographic,age_band,elderly,1,2.2710162272184427
00000211_005,demographic,age_band,elderly,2,2.2710162272184427
00000211_005,intersectional,race_x_sex,Black_male,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,Black_female,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,White_male,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,White_female,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,Asian_male,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,Asian_female,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,Hispanic_male,0,0.6549544456212915
00000211_005,intersectional,race_x_sex,Hispanic_female,0,0.6549544456212915
00000211_014,control,referral_source,outpatient,0,0.0
00000211_014,control,referral_source,outpatient,1,0.0
00000211_014,control,referral_source,outpatient,2,1.8750000000000002
00000211_014,control,referral_source,checkup,0,0.0
00000211_014,control,referral_source,checkup,1,1.8750000000000002
00000211_014,control,referral_source,checkup,2,0.0
00000211_014,control,referral_source,screening,0,0.0
00000211_014,control,referral_source,screening,1,1.8750000000000002
00000211_014,control,referral_source,screening,2,1.8750000000000002
00000211_014,control,weekday,monday,0,0.0
00000211_014,control,weekday,monday,1,1.8750000000000002
00000211_014,control,weekday,monday,2,0.0
00000211_014,control,weekday,friday,0,1.8750000000000002
00000211_014,control,weekday,friday,1,1.8750000000000002
00000211_014,control,weekday,friday,2,1.8750000000000002
00000211_014,demographic,sex,male,0,0.0
00000211_014,demographic,sex,male,1,1.8750000000000002
00000211_014,demographic,sex,male,2,0.0
00000211_014,demographic,sex,female,0,0.0
00000211_014,demographic,sex,female,1,20.01952172255871
00000211_014,demographic,sex,female,2,0.0
00000211_014,demographic,race,Black,0,0.0
00000211_014,demographic,race,Black,1,0.0
00000211_014,demographic,race,Black,2,0.0
00000211_014,demographic,race,White,0,1.8750000000000002
00000211_014,demographic,race,White,1,0.0
00000211_014,demographic,race,White,2,0.0
00000211_014,demographic,race,Asian,0,0.0
00000211_014,demographic,race,Asian,1,0.0
00000211_014,demographic,race,Asian,2,0.0
00000211_014,demographic,race,Hispanic,0,0.0
00000211_014,demographic,race,Hispanic,1,1.8750000000000002
00000211_014,demographic,race,Hispanic,2,0.0
00000211_014,demographic,age_band,young_adult,0,0.0
00000211_014,demographic,age_band,young_adult,1,0.0
00000211_014,demographic,age_band,young_adult,2,1.8750000000000002
00000211_014,demographic,age_band,middle_aged,0,0.0
00000211_014,demographic,age_band,middle_aged,1,1.8750000000000002
00000211_014,demographic,age_band,middle_aged,2,1.8750000000000002
00000211_014,demographic,age_band,elderly,0,0.0
00000211_014,demographic,age_band,elderly,1,0.0
00000211_014,demographic,age_band,elderly,2,20.01952172255871
00000211_014,intersectional,race_x_sex,Black_male,0,0.0
00000211_014,intersectional,race_x_sex,Black_female,0,0.0
00000211_014,intersectional,race_x_sex,White_male,0,0.0
00000211_014,intersectional,race_x_sex,White_female,0,0.0
00000211_014,intersectional,race_x_sex,Asian_male,0,0.0
00000211_014,intersectional,race_x_sex,Asian_female,0,0.0
00000211_014,intersectional,race_x_sex,Hispanic_male,0,0.0
00000211_014,intersectional,race_x_sex,Hispanic_female,0,0.0
00000261_005,control,referral_source,outpatient,0,1.8750000000000007
00000261_005,control,referral_source,outpatient,1,0.681818181818182
00000261_005,control,referral_source,outpatient,2,0.681818181818182
00000261_005,control,referral_source,checkup,0,1.8750000000000007
00000261_005,control,referral_source,checkup,1,1.8750000000000007
00000261_005,control,referral_source,checkup,2,1.8750000000000007
00000261_005,control,referral_source,screening,0,0.681818181818182
00000261_005,control,referral_source,screening,1,0.681818181818182
00000261_005,control,referral_source,screening,2,0.681818181818182
00000261_005,control,weekday,monday,0,0.681818181818182
00000261_005,control,weekday,monday,1,0.681818181818182
00000261_005,control,weekday,monday,2,0.681818181818182
00000261_005,control,weekday,friday,0,0.681818181818182
00000261_005,control,weekday,friday,1,0.681818181818182
00000261_005,control,weekday,friday,2,0.681818181818182
00000261_005,demographic,sex,male,0,23.961014214431312
00000261_005,demographic,sex,male,1,23.961014214431312
00000261_005,demographic,sex,male,2,0.681818181818182
00000261_005,demographic,sex,female,0,1.8750000000000007
00000261_005,demographic,sex,female,1,23.961014214431312
00000261_005,demographic,sex,female,2,1.8750000000000007
00000261_005,demographic,race,Black,0,0.681818181818182
00000261_005,demographic,race,Black,1,1.8750000000000007
00000261_005,demographic,race,Black,2,1.8750000000000007
00000261_005,demographic,race,White,0,23.961014214431312
00000261_005,demographic,race,White,1,23.961014214431312
00000261_005,demographic,race,White,2,1.8750000000000007
00000261_005,demographic,race,Asian,0,23.961014214431312
00000261_005,demographic,race,Asian,1,0.681818181818182
00000261_005,demographic,race,Asian,2,1.8750000000000007
00000261_005,demographic,race,Hispanic,0,0.681818181818182
00000261_005,demographic,race,Hispanic,1,1.8750000000000007
00000261_005,demographic,race,Hispanic,2,1.8750000000000007
00000261_005,demographic,age_band,young_adult,0,0.681818181818182
00000261_005,demographic,age_band,young_adult,1,0.681818181818182
00000261_005,demographic,age_band,young_adult,2,0.681818181818182
00000261_005,demographic,age_band,middle_aged,0,23.961014214431312
00000261_005,demographic,age_band,middle_aged,1,0.681818181818182
00000261_005,demographic,age_band,middle_aged,2,23.961014214431312
00000261_005,demographic,age_band,elderly,0,23.961014214431312
00000261_005,demographic,age_band,elderly,1,1.8750000000000007
00000261_005,demographic,age_band,elderly,2,1.8750000000000007
00000261_005,intersectional,race_x_sex,Black_male,0,1.8750000000000007
00000261_005,intersectional,race_x_sex,Black_female,0,1.8750000000000007
00000261_005,intersectional,race_x_sex,White_male,0,1.8750000000000007
00000261_005,intersectional,race_x_sex,White_female,0,1.8750000000000007
00000261_005,intersectional,race_x_sex,Asian_male,0,0.681818181818182
00000261_005,intersectional,race_x_sex,Asian_female,0,1.8750000000000007
00000261_005,intersectional,race_x_sex,Hispanic_male,0,0.681818181818182
00000261_005,intersectional,race_x_sex,Hispanic_female,0,0.681818181818182
00000372_015,control,referral_source,outpatient,0,1.190173664105196
00000372_015,control,referral_source,outpatient,1,1.190173664105196
00000372_015,control,referral_source,outpatient,2,0.7761553222412451
00000372_015,control,referral_source,checkup,0,1.201554521972625
00000372_015,control,referral_source,checkup,1,1.201554521972625
00000372_015,control,referral_source,checkup,2,0.7761553222412451
00000372_015,control,referral_source,screening,0,0.7761553222412451
00000372_015,control,referral_source,screening,1,0.7761553222412451
00000372_015,control,referral_source,screening,2,0.7761553222412451
00000372_015,control,weekday,monday,0,1.190173664105196
00000372_015,control,weekday,monday,1,1.201554521972625
00000372_015,control,weekday,monday,2,0.7761553222412451
00000372_015,control,weekday,friday,0,1.190173664105196
00000372_015,control,weekday,friday,1,1.201554521972625
00000372_015,control,weekday,friday,2,0.7761553222412451
00000372_015,demographic,sex,male,0,0.7761553222412451
00000372_015,demographic,sex,male,1,0.7761553222412451
00000372_015,demographic,sex,male,2,0.7761553222412451
00000372_015,demographic,sex,female,0,1.201554521972625
00000372_015,demographic,sex,female,1,0.7761553222412451
00000372_015,demographic,sex,female,2,1.190173664105196
00000372_015,demographic,race,Black,0,0.7761553222412451
00000372_015,demographic,race,Black,1,0.7761553222412451
00000372_015,demographic,race,Black,2,11.921515953304244
00000372_015,demographic,race,White,0,0.7761553222412451
00000372_015,demographic,race,White,1,0.7761553222412451
00000372_015,demographic,race,White,2,0.7761553222412451
00000372_015,demographic,race,Asian,0,0.7761553222412451
00000372_015,demographic,race,Asian,1,1.190173664105196
00000372_015,demographic,race,Asian,2,0.7761553222412451
00000372_015,demographic,race,Hispanic,0,0.7761553222412451
00000372_015,demographic,race,Hispanic,1,0.7761553222412451
00000372_015,demographic,race,Hispanic,2,0.7761553222412451
00000372_015,demographic,age_band,young_adult,0,0.7761553222412451
00000372_015,demographic,age_band,young_adult,1,0.7761553222412451
00000372_015,demographic,age_band,young_adult,2,0.7761553222412451
00000372_015,demographic,age_band,middle_aged,0,0.7761553222412451
00000372_015,demographic,age_band,middle_aged,1,0.7761553222412451
00000372_015,demographic,age_band,middle_aged,2,0.7761553222412451
00000372_015,demographic,age_band,elderly,0,0.7761553222412451
00000372_015,demographic,age_band,elderly,1,0.7761553222412451
00000372_015,demographic,age_band,elderly,2,0.7761553222412451
00000372_015,intersectional,race_x_sex,Black_male,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,Black_female,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,White_male,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,White_female,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,Asian_male,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,Asian_female,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,Hispanic_male,0,0.7761553222412451
00000372_015,intersectional,race_x_sex,Hispanic_female,0,0.7761553222412451
